docid;comment;label
118450;රාජු, මම නැවියෙක් නිසා ඔය ඔක්කොම රටවල් දැකල තියෙනවා. ඇමෙරිකාව ඇතුලේ නිදහස තියෙන බව දන්නවා. අර 13 හැවිරිදි දරුවෙක් අම්මටත් වෙඩිතියල මරල තියෙන්නේ. ඒ තරම් නිදහස. ප්‍රශ්නය ඇමෙරිකාව අනෙක් රටවලයි අපරාධ කරන්නේ. මිනිස්සු මරන්නේ.;NEGATIVE
121120;දකුණේ ගම්මානයක නම් අහන්න දෙයක් නැහැ;NEGATIVE
121120;දකුණත්දැන් මතුගම ඕවිටිගල වගේ වෙලා කොහොමද දකුණේ ආස්චාර්යඅ.;NEGATIVE
121120;දකුණේ වැඩ නම් ඔහොමම තමා.;NEGATIVE
121120;මෙතන ඇතිවෙලා තියෙන්නේ දෙමව්පියොත් දරුවනුත් අතර සම්බන්ධතාවය දුරස්වීමයි. දරුවෝ දෙමව්පියන්ව ගණන් ගන්නේ නැතිකම;NEGATIVE
121120;දකුණ නෙවෙයි තුම්පනේ වුනත් වයසක අම්මට තාත්තට අමතක වීම වෙන්න පුළුවන්. ඒත් ඒ සිද්ධියෙන් දකුණ විග්‍රහ කරන්න තරමටම මේ ප්‍රතිචාර දාන අය මෝඩ තකතීරුවෝද? දකුණෙ වැඩ්ඩො නිසා තමයි කාටත් කතා කරන්න හරි රටක් තියෙන්නෙ.;NEGATIVE
121120;ඉන්දික,ඔබ හරි. ඔබේ කතාව ඇත්ත.;POSITIVE
121120;ඉන්දික ඔබ හරි. දකුණේ මිනිස්සු නැත්තම් අද රටක් නැහැ;POSITIVE
121120;මේක දකුණේ වැරැද්ද නෙමෙයි. අද දෙමාපිය සහ දූ දරු සබදතාවය දුරස් වෙලා;NEGATIVE
121120;දකුණේ නියම වැඩකාරයෝ ඉන්නේ බෙන්තර ගග සහ දෙවුන්දර තුඩුවේ අතර විතරයි.;POSITIVE
121120;මේක ගම්පහ වෙලා තියෙන්නේ. ඉතින් දකුණට බනින්නේ පිස්සුද?;NEGATIVE
121120;ඉන්දික, දකුණ ගැන ඔච්චර කියවන්න එපා.රට වෙනුවෙන් වැඩිම ජීවිත ගානක් පුජා කළේ වයඹ කොල්ලෝ. ඒකත් කුරුණෑගල පළාතෙන්.හැමදේකම අයිතිය දකුණට ගෙනියන්න හදන්න එපා.;NEGATIVE
121120;ඉන්දික,දකුණේ ඔයාලගේ වැඩකාරයෝ නිසා ලගදීම අපි ඔක්කොටම හිගා කන්න වෙනවා.;NEGATIVE
121120;ඇයි වදේ දැන් ඔක්කොම දකුණටනේ බනින්නේ? අනේ කාලේ වනේ වාසේ. මෙයාලා ඔක්කොටම පිස්සු. අපිටත් පිස්සු මේවා බලනවට.;NEGATIVE
121120;ආ ඔය ඇවිල්ලා තියෙන්නෙ දකුණට බනින්න කට ඇරගෙන බලන් ඉන්න අයට ප්‍රවෘත්තියක්. දැන් ඉතින් ඒ අයට සතුටු ඇති;NEGATIVE
121120;දකුණේ අය‍ට හිනාවෙන්න තරම් දෙයක් මෙතන වෙලා නැහැනේ. මෝඩයා කියන දකුණේ අපේ කොල්ලෝ රට බේරගන්න මොන තරම් වීර ක්‍රියා කෙරුවද? හරියට මෙයාල අදහස් ලියන්නේ මොලේ තියෙන්නේ එයාලට විතරක් වගේනේ.;NEGATIVE
121120;ඔව් චන්ඩි ඔබ හරි. දකුණේ අයගේ ඔලුව වැඩියි තමයි;POSITIVE
121120;දකුණේ අය තමයි අද රටයි විපක්ෂයයි දෙකම කන්නෙ.;NEGATIVE
121120;මේක පචයක් කියල තේරෙන්නේ නැති උදවිය දකුණට බනිනවා.;NEGATIVE
121120;දකුණේ අය නිසා තමයි කවුරුත් තාම ජීවත් වෙන්නේ;POSITIVE
121120;හිනා වෙලා රස විදින්න දෙයක් කිවුවත් මෙයාලා කටින් ගහ ගන්නවානේ. අනේ මෙහෙම ලංකාවක්.;NEGATIVE
122150;මේ වගේ ක්‍රියාකාරකම් කරන පිරිසට ක්ෂණික විසදුම් ලැබුනත් නීත්‍යනුකුලව ඉල්ලීම් කරන්නන්ට ලැබෙන ප්‍රතිචාර ඉතාම මන්දගාමියි. හෙට අනිද්දා වෙනකොට කසිප්පුකාරයෝ ඔක්කොම ගස් නගී.;NEGATIVE
122150;මෙන්න ආසියාවේ ආශ්චර්යය. කාට කියන්නද මේවා?;NEGATIVE
122150;දැන් ගෙවල්, ඉඩම් නැති කට්ටිය ඔක්කොම ගස් නගීවි වගේ. මෙහෙමත් ලෝකයක්!;NEGATIVE
122150;දැන් හැමෝම ගස් නගින්න පටන් ගනී.;NEGATIVE
122150;ඉන්න හිටින්නවත් තැනක් නැති මේ අසරණ මිනිස්සුන්ගේ කතිරයෙන් කී දෙනෙක් රජ සැප විඳිනවද? එනකොටනම් බයිසිකලයක්වත් තිබුනේ නැහැලු.;NEGATIVE
122150;දුප්පත් අනිකුත් ආගම් වල අයට තමයි මුකුත්ම නැත්තෙ,පව්.;NEGATIVE
122150;මගේ පුතාට පාසලක් නැහැ. මට ගස් නගින්න දන්නේ නැහැ. මම මොකද කරන්නේ..;NEGATIVE
122150;මේවා ආණ්ඩුවේ වැරදි නොව, නිලධාරීන්ගේ නොහොබිනා වැඩ. මෙවන් නිලධාරීන් සෑම  කාර්ය්‍යාලයකම ඉන්නවා. මොවුන්  අතයටින් මුදල්  දෙනතුරු මේවායේ වැඩ නොකෙරෙයි.;NEGATIVE
122150;මම හිතන විදියට කියනවා නම් පහුගිය දවස් වල කටුවන ප්‍රාදේශීය සබාවේ තියන පොල් ගසේ එම සබාවේම රස්සාව කරන ගැණු කෙනෙක් නැග්ගා. නමුත් ඔය විදියටම පොරොන්දු දුන්නා. ඊට පස්සේ දවසේ වුණ දේ දන්නෙ නැහැනේ ඔයාලා. ඉතින් මේවා කාට කියන්නද? මේ කෙනාටත් මම හිතන විදියට එම දේම වෙයි කියලා මම හිතනවා.;NEGATIVE
122150;ඔන්න ඕකටයි කියන්නේ ඔයවගේ නිලධාරීන් පොල්පිතිවලින් වුණත් කපාගන්න පුළුවන් කියලා.;NEGATIVE
122150;ඉඩම දෙන්න පොරොන්දු නිලධාරියාව ගස් බදින්න ඕනේ. නැත්නම් හැමෝම ගස් නගින්න පටන් ගනියි.;NEGATIVE
122150;මේ විකාර වැඩ නවත්වන්න ඕනේ. කැත්නම් හැම මිනිහම ගස් නගියි ඉල්ලීම් දිනා ගන්න. මින්පස්සේ ඔය ගස් කණු වලට නගින අය ගැන බලන්න එපා. එයාටම එපා වෙලා බිමට බහියි.;NEGATIVE
122150;අනේ මට ගස් නගින බැහැනේ :;NEGATIVE
122150;පගාව දීගන්න වත්කම නැති කෙනෙක් ගහකට නැගලා හරි වැඩේ කරගත්තම පගා පප්පල ටිකක් බයවෙලා වගේ. නීල් ද අල්විස් මහත්මය කරපු දේ මම අගයනවා. මට හිතෙන්නේ මේකට විරුද්දව අදහස් දාල තියෙන්නේ ඉඩම් මගත්තුරුන් ගේ ගින්දර වලට සම්බන්ද අය.;POSITIVE
123076;හලාවත කොහොමත් කැලණියේ නවත්වන්නේ නැහැ. දෙමටගොඩින් පස්සේ නවත්වන්නේ රාගම.;NEGATIVE
123076;හසිත, ඔව් ඒක හරි.;POSITIVE
123076;හොද කථාවක්.;POSITIVE
123076;තව හොද කථා අපිට බලන්න පුළුවන් වෙයි ඉස්සරහට.;POSITIVE
123076;කව්දෝ එහෙම කීවත් ඇත්ත එකම නොවේනේ. නිකන් කට කතා හදලා නින්දේ ගිය රියදුරු මහතාට අපහස කරනවා.;NEGATIVE
123076;එතන සිටි යම් පුද්ගලයෙක් කියනු ඇසුණු බවක් පුවතේ සඳහන්ව ඇති පමණින් එය සත්‍යක් ලෙස පිළිගෙන මෙසේ අදහස් දැක්වීම හාස්‍යජනකය.;NEGATIVE
123076;එතන සිටි යම් පුද්ගලයෙක් කියනු ඇසුණු බවක් පුවතේ සඳහන්ව ඇති පමණින් එය සත්‍යක් ලෙස පිළිගෙන මෙසේ අදහස් දැක්වීම හාස්‍යජනකය.;NEGATIVE
123076;අයියෝ සල්ලි;NEGATIVE
123076;ඉස්ටේෂමෙන් පිට නවතපු එක වැරදියි.;NEGATIVE
123076;බලපුහාම මෙතන කියන්න තරම් දෙයක් වෙලා නෑ පත්තර කාරයොනෙ ගස්ලබු ඈට ගම්මිරිස් කරල දෙන්නෙ.;NEGATIVE
124564;එහෙම තමයි වෙන්න ගියේ . ජනාධි පති තුමාට ජය වේවා;POSITIVE
124564;රවී මහත්තයෝ, ඔබතුමාගෙන් කිසිම දෙයක් අහන්න අපි නම් කැමැති නැහැ;NEGATIVE
124564;ලංකාව කියන්නේ මගේ රට;POSITIVE
124564;සහතික ඇත්ත;POSITIVE
124564;ඔබ හරි. යූ.එන්.පී. යට ජයවේවා!;POSITIVE
124564;නිකන් කාලය නාස්ති කරන්න එපා ගොන් කතා කියලා. යුද්දේ දවස්වල කියපුවා අපිට තාම මතකයි.;NEGATIVE
124564;රාජපක්ෂවරුන්ගේ සමගිය නිසා තමයි අද රටත් ජාතියත් බේරිලා තියෙන්නේ, නැත්නම් අද මීට වඩා දුක් විදින්න වෙන්නේ රට ප්‍රභාට ගියා නම්. ඒකක් මතක තියාගන්න මහත්තයෝ.;POSITIVE
124564;අනේ මහත්තයෝ, ඔයාගේ කතා අහල ඇති වෙලා.;NEGATIVE
124564;ඉස්සර කටම තමා තාම වෙනසක් වෙලා නැහැ;POSITIVE
124564;අනේ අනේ රවියෝ..;NEGATIVE
124564;රණවිරුවන් ජිවිත පරිත්‍යාගයෙන් තමයි රට බේරා ගත්තේ;POSITIVE
124564;කතාව 100 % ඇත්ත;POSITIVE
124680;අය්යෝ සල්ලි. පව් මනුස්සයා. මෙහෙමත් රටක්. දුප්පතා අනාතයි.;NEGATIVE
124680;අශෝබන වැඩ කරන දෙපා සත්තු.;NEGATIVE
124680;මේ මිනිස්සුන්ට ඉපදෙන්න අපායවත් නැතිව යනවා.මේ වගේ කරන පව්කාර වැඩ වලට.;NEGATIVE
124680;ධාර්මිකව ජීවත් වෙන කෙනෙකුට කරදර කළ අයට යහපතක් නොවේ;NEGATIVE
124680;අන්තිම කැත වැඩක්;NEGATIVE
124680;ඉරිසියාකාර මිනිස්සු;NEGATIVE
124680;මේවා කරන අයට තරාතිරම නොබලා දඩුවම් දිය යුතුයි;NEGATIVE
124680;සත්තු වගේ මිනිස්සු;NEGATIVE
124680;පළිගන්නවා නම් මුහුණට මුහුණ එනු මිස මෙවැනි පහත් වැඩ අනුමත කළ නොහැක;NEGATIVE
124680;ගහ කොළ වලිනුත් පලිගන්න තරම් නපුංසකයෝ අපේ රටේ ඉන්නවා එහෙනම්.;NEGATIVE
124680;මේ අපරාධය කරපු අය සොයා ඇමරිකාවට යවන්න.මෙවැනි අය සුදුසු එවැනි රටකට විනා ධර්මදිපයකට නොවේ.;NEGATIVE
124680;බුදුන්ගේ දේශයේ සිදුවෙන ආශ්චර්යයන්.;NEGATIVE
124680;තිරිසන් මිනිස්සු....;NEGATIVE
124680;තිරිසන් වැඩ;NEGATIVE
124680;මෙලොවදීම සාප දෙන අපරදයක්නේ පව් දෙය්යනේ;NEGATIVE
124680;මිනිසත්කම නැති පිරිසක් තමා මෙහෙම දේවල් කරන්නේ.;NEGATIVE
124680;කනගාටුවෙන් උනත් ....කියන්ඩ වෙන්නේ සිංහල මිනිස්සු ඔහොමයි...අද කාලේ...නැගිටින්න දෙන්නේ නැ..කකුලෙන් අදිනවා.....ඉස්සර වෙන්න දෙන්නේ නැ පිටට පිහියෙන් අනිනවා....වැරැද්දක් පෙන්නලා දෙන්න බැ....බෙල්ල කපනවා;NEGATIVE
124680;නීතියෙන් සමාවක් දෙන්න එපා;NEGATIVE
125120;සාමාන්‍යෙයන් තාක්ෂනයෙන් දියුණු යුරෝපේ ඇමරිකාව වගේ රටවලින් කොමිස් මුදල් දීලා කොන්ත්‍රාත් අල්ලන ක්‍රමයක් නැහැ. මොකෝ හොද බඩු හදන නිසා හොද නමකුත් ඇති නිසා කේවල් කරන්න එයාලට අවශ්‍ය නැහැ. චීන සහ ඉන්දියන් තමයි කොමිස් දෙන්නේ. මොලේ පාවිච්චි කරලා බ්‍රිතාන්‍යයට දීලා තියනවා. ස්තුතියි.;POSITIVE
125120;අතුරුගිරියේ වානේ සංස්ථාවේ යකඩ වානේ නැතුවද එංගලන්තයෙන් අමුද්‍රව්‍ය ගේන්නේ. තව තවත් ණය තුරුස් වෙන්නේ අපේ රට දැනටමත් කිරියෙන් පැණියෙන් උතුරන නිසාද? පවුම් ලක්ෂ 350 ක ණය ආපසු ගෙවන්න තරම් ආදායමක් ඔය පාලම් නිසා ලැබෙනවා නම් තවත් ණය වුනාට ප්‍රශ්නයක් නැහැ.;NEGATIVE
125120;මේතරම් දියුණු ලෝකයක ප්‍රාථමික මට්ටමේ ප්‍රශ්න දිනපතා කතාකරන එක නැවැත්වීමට ගත් හොඳ ආරම්බයක්. දැන් කාපට් නොකරපු පාරක් සොයා ගන්න බැරි ගානයි;POSITIVE
125120;ගොඩාක් හොද වැඩක්;POSITIVE
125120;මේක බොහොම හොඳ වැඩක්, නමුත් ගමේ දුෂ්කර පාලම් වලට පළමු තැන ලැබිය යුතුයි. රූපවාහානියේ පෙන්නපු දුෂ්කර පාලම් වලට ලැබිය යුතුයි.;POSITIVE
125120;ඉතාම අගය කල යුතු කාර්යක්. පාසල් යන දරුවනට, රෝගියකුට, ගොවි මහතුන්ට එදිනෙදා කටයුතු කරගත නොහැකිව දුෂ්කර ගමනේ යෙදෙන ජනතාව වෙසෙන පළාත් සොයා බලා මෙම පාලම් ව්‍යාපෘතිය සිදුවිය යුතුයි.;POSITIVE
125120;පාලම් හදනවාට වඩා දුම්රිය ගේට්ටු ටික හැදුවා නම් නේද හොද?;NEGATIVE
125120;ඔය කියන හොඳ කොම්පැනියෙන්ම නේද දෙහිවල පාලමත් සැලසුම් කරලා නිෂ්පාදනය කරලා සවිකලේ. දැන් පේනවනේ ඒකේ රඟ, උතුර දකුණ මාරුවෙලා තියෙන හැටි.;NEGATIVE
125120;එංගලන්තෙන් හදන නිසා කට්ටිය මුකුත් කියන්නේ නැහැ වගේ. එහෙනම් වේ හොදයි වගේ. හැබයි ඔය ඔස්ට්‍රලියාව වගේ රටවලත් පාලන, මාර්ග හදන්නේ චීන කොම්පැනි. කමක් නැහැ කොහොම හරි අපේ රට දියුණු වෙනවානම්. අපිට සතුටුයි.;POSITIVE
125120;ක්ලීව්ලෑන්ඞ් සමාගම ලෝකයේ පළමු පෙලේ සමාගමක් ලෝකයේ ලොකුම එල්ලෙන පාලම හොං කොං වල හැදුවේ ඔවුන්. මමත් එහි වැඩ කලා ඔවුන් සමග ක්ලීව්ලෑන්ඞ් අපේ රටට පැමිනීමත් සතුටක් කොමිස් මුදල් එම සමාගමට අදාල නැත. අදාල උපරිම ප්‍රමිතිය පමණි.;POSITIVE
125120;අපොන්සු, එය ප්‍රශ්නයක් නොවේ. ඉන්ටර්නෙට් වලින් ඔවුන්ගේ වැඩ බලාගත හැකිය. මමත් එතන වැඩ කළා. අපේ රටට පැමිණීමත් ආඩම්බරයක්. අපේ ඉන්ජිනේරුවන්ටත් හොඳ පුර්වාදර්ශයක් දේවි;POSITIVE
125120;නීල්, අපේ රටේ අයගේ වැඩ අගය කළ යුතු වුනත් ඔවුන්ගේ තත්ත්ව පාලනය නම් ඉතා පහල මට්ටමක පවතී. උසස් ඉන්ජිනේරුවන් කාමර තුලට වී සිටීමත් අලසකමත් වංචාවත් නිසා ඉන්ජිනේරු ශිල්පය බාල්දු වී ඇත. දස අවුරුද්දක් තුල ඉදි කල ගම්පහ පාලම ගිහින් බලන්න;NEGATIVE
125120;තිසල්, ඔබ හරි අපේ ඉංජිනේරු ප්‍රමිතිය විවාදයට ලක් කල යුතුය.;POSITIVE
125120;ජය වේවා! පාලම ප්‍රශ්නෙත් ඉවරයි එහෙනම්;POSITIVE
125120;අන්න හරියටම හරි තැනට වැඩේ දුන්නා අවරුදු ගානක් පවතින්න වැඩේ කරාවි. හැදුවොත් හැදුවම තමා බය නැතුව පාලම් උඩින් යන්න පුළුවන්. අපි නම් කවදාවත් අහල නැහැ මේ රටේ පාලමක් කැඩුනා කියලා. ලංකාවේ ඒකටත් එක්කලා?;POSITIVE
125120;ඇමෙරිකාවේ ඔහොම පාලම් කැඩුනට එංගලන්තේ එහෙම වෙන්නේ නැහැ,හේරත් ඇමෙරිකාවත් දැන් ලංකාව වගේද?;NEGATIVE
125120;ඔන්න අපිට සතුටු වෙන්න පුළුවන් කරුණක්. ලංකාවේ වගේ යටි මඩි ගහලා 3 නේ පන්තියේ වැඩ කරන්නේ නැහැ මේ මිනිස්සු. කව්රු උනත් මේ තීරණය ගත්තු කෙනාට අපේ ස්තුතිය.;POSITIVE
125120;මම නම් කියන්නේ මේක ඉතා හොද වැඩක්. මම හොද උදාහරණයක් කියන්නම්, බෙන්තර පාලම සුද්දෝ හදල තියෙන්නේ 1903. ඒක 1908 වෙනකම් පාවිච්චි කරා. තවත් ඒ වගේ ගොඩක් උදාහරණ හොයා ගන්න පුළුවන්. චීනෙට හොද තාක්ෂණයක් තියෙනවා. ඒත් උන් ගෑවුන තැන තියෙන්නේ වංචාව. උන් තරම් තාක්ෂනය හා දැනුම හොරකම් කරන වෙන කවුරුත් නෑ. දන්නා මිනිස්සු දන්නවා.;POSITIVE
125120;මට හිතෙන විදියට මෙය හොඳ වැඩක්. අපේ අය හදපු හුඟක් කොන්ක්‍රීට් පාලම් කෙටි කලකින් විනාශ උනා. මේ කරන වැඩෙන් අපිට අලුත් යමක් ඉගෙනගන්න පුළුවන්. අනික ලංකාවේ අයට කොන්ත්‍රාත් එක දුන්න කියල ලාබයක් ලබන්න හැකිවෙන එකක් නැහැ. අනික ලංකාවෙන් ශ්‍රමය ගනීවි. තරුණ විරැකියාවට විසඳුමක්. චීනෙට දුන්නොත් ශ්‍රමයත් චීනෙන්.;POSITIVE
125120;ඔන්න මේ වැඩේ නම් 100%ක් විශ්වාසයෙන් , අපිට කියන්න පුළුවන් හොද කල් පවතින ශක්තිමත් නිමාවක් වගේම ,ලංකාවේ අමුද්‍රව්‍ය නොගෙන කරන නිසා සාර්ථක නිමාවක්, අතරමැදියන්ගේ ගසාකෑම් නොමැතිව ,අවුරුදු 150 ක් වත් ජනතාවට බුක්ති විදින්න ලැබෙන විදියට නිම කරයි;POSITIVE
125388;නියම ඉසිවරු.;POSITIVE
125388;ඔය නෝනලාත් මහත්වරුත් කරන වැඩ දෙකෙන්ම කරන්නේ මනුෂ්‍යන්ගේ සිතත් ගතත් දෙකම සුවපත් කරන එකයි. ඔබලාට පින්!;POSITIVE
125388;මේ වෙසක් සතියේ අගය කළ යුතු වැඩක්. සියළු දෙනාටම පින්.;POSITIVE
125388;ෂා! නියම දොස්තරලා ටිකක්නේ. අනේ වාසනාවන්, ලෙඩුන්ටත් හරි සතුටු ඇති නේද? අපිටත් සතුට දැනුනා. සුබ වෙසක් මංගල්‍යයක් වේවා, දොස්තර මඩුල්ලටත් ලෙඩුන්ටත් ලංකා වාසි සැමටත්!;POSITIVE
125388;ගොඩක් වටිනා පිංවන්ත ක්‍රියාවක්. ගතින් රෝග වී සිටින අසරණ අයගේ සිත සුවපත් වේවා.;POSITIVE
125388;උසස් ක්‍රියාවක් මහත්වරුනි.;POSITIVE
125388;ඉතා හොඳ වැඩක්. ඔබට තෙරුවන් සරණයි!;POSITIVE
125388;නියම ඉසිවරු.උසස් ක්‍රියාවක් මහත්වරුනි.;POSITIVE
125388;ආදර්ශමත් වැඩක්! අගය කළ යුතුයි;POSITIVE
125388;නමුත් හැමෝගෙම මුහුණු වල අවංක සිනාවක් තිබුනා නම් මේ කරපු දේ 100% සාර්ථක වෙනවා. මොකද ඒක රෝගීන්ටත් මානසික නැග්මක්, කරපු දෙය අගය කරනවා;POSITIVE
125388;බොහොම පින් ක්‍රියාවක්. හරිම සන්තෝෂයි. ආදර්ශමත් වැඩක්.;POSITIVE
125388;ඉතාමත් ශ්‍රේෂ්ට දෙයක්. වෙදකම වගේම මානසික සහනය දීමත් ලොකු පිනක්.;POSITIVE
125388;තෙරුවන් සරන ලැබේවා ඔබ සැමට!;POSITIVE
125388;රෝගීන්ගේ සිත් සතන් සතුටු කරන්න මෙම ක්‍රියාව ඉතා අගෙයි.;POSITIVE
125388;වෛද්‍යවරු බෙරගහනවා, වෛද්‍යවරියන් ගායනා කරනවා. නර්ස්ලා ඇටෙන්ඩන්ට්ලා නටනවා. තව කෙනෙක් රතු පටිය ඉනේ බැඳ තාලෙට අඩි තියමින් දුම්මල ගහනවා. බටහිර වෙදකම ලංකාවේ නොතිබුණු ඒ කාලෙත් ආතුරයන්ව සුවපත් කළේ ඔයවිදිහටම තමා. අපරාදේ මේ රටේ මිනිසුන්ගේ සල්ලි.;NEGATIVE
125388;මේ ආදර්ශය උතුම් හොද වැඩක්. අනාගතයේ අපේ දරුවන් අම්මේ, වෙසක් කියන්නේ මොකක්ද , කියලා විමසන කාලයක් උදාවේවි .මේවා සැම වසරකම කලයුතු දේවල්.;POSITIVE
125388;මම දකින විදිහට දොස්තරවරු මිහිපිට දෙවියන්. අත්දැකීමෙන් කියන්නේ. විශේෂයෙන්ම නුවරඑලිය රෝහලේ මට උදව් කළ අයට මගේ හද පිරි ස්තුතිය. .දිර්ගායු වේවා! බොහොම පින්.;POSITIVE
125388;නිලා වගේ අය ඉන්නේ මිනිසුන්ට ගරහන්න. අගය කළ යුතු අය අගය කරන්න නෙමෙයි.;NEGATIVE
125388;දොස්තරවරු මිහිපිට දෙවියන් ලෙස හැදින්විමට පුළුවන. ආයුරක්ඛන්තු ආවඩා! ඔබට ජය!;POSITIVE
125388;ටිරාන් මේක සිංහල බෟද්ධ රට. වෙසක් එකට භක්ති ගීත කියන්නේ නැතුව නත්තලට කියන්නද කියන්නේ. රෝහලේ ඉන්න බහුතරය බෞද්ධ නම් ඒ අය මේකට කැමතිනම් ඔයාට තියන ප්‍රශ්නේ මොකද්ද. සෞදිය මුස්ලිම්ලාගේලු, එංගලන්තේ ඉන්ග්රීසින්ගේලු. ඒ වගේ තමයි ලංකාව සිංහලුන්ගේ. අනිත් අයට සහයෝගයෙන් ඉන්න පුළුවන් හැබැයි අයිතිවාසිකම් කියන්න බැහැ. අන්න ඒක තේරුම් ගන්න.;NEGATIVE
125388;අර මාතරින් මාරු කරපු ලෙඩා මේ ගොල්ලෝ බාර ගන්න බැහැ කියලා පස්සේ කොළඹ යැවුවා. පස්සේ ඒ ළමයාගේ අතක් කපන්න වුණා. එදා ඒ දොස්තර නිවාඩු නැතුව ගමනක් ගිහිල්ලා. දැන් මේගොල්ලෝ සින්දු කියනවා ,බෙරගහනවා ,නටනවා. මිහිපිට දෙවියෝ ඉන්නේ ටිකයි .;NEGATIVE
125388;සල්ලි මත පදනම් වූ ජීවිත මිහිපිට අපායක්;NEGATIVE
125388;ඔබ වහන්සේලාට බොහොමත්ම පින්. වෛද්‍යවරු සදසේ බැබලේවා, දිනේවා!. ලෝකෙම දුක නිවන්න යෝධ බල විර්යය ලැබේවා. සියලුම දෙවි දේවතාවන්ගේ පිහිට ලැබේවා, ලෝකයේ ඉහලම තැන හදවතෙත් මොල්යෙත් ඉහලම තැන ඔබලාය. අපි ගොඩක් අදරෙයි. ඒ වගේම ගොඩක් ගරු කරනවා.;POSITIVE
128024;අදි සුඛෝපභෝගී කියන්නේ මොන ප්‍රමිතියට සාපෙක්ෂවද?. මොකෝ අපේ රටේ ඔලුව තියන්ට ඇඳක් හයි කරලා විදුරු ටික කළු කරපු ගමන් සුඛෝපභෝගී කියනවා. ඒකට තව වායු සමීකරණ දාපු ගමන් අදි සුඛෝපභෝගී කියනවා.;NEGATIVE
128024;ඒ වෙනස හොදයි;POSITIVE
128024;දැනට දුවන සුඛෝපභෝගී එකේ එකේ මූලික පහසුකම් වත් නැහැ. දාන්න යනවා අධි සුඛෝපභෝගී. ඔක්කොම ඇති එකාට තමයි. පොඩි මිනිහට හැමදාම කබල් කොච්චි.;NEGATIVE
128024;සුඛෝපභෝගී බස් වලට වුණ දේ නොවේවා ! පටන් ගත්තේ ආසන ගණනට විතරයි. අයකිරීම දෙගුණයක්.නවත්වන්නේ ගමනාන්තයේ පමණි. දැන් අය කිරීම දෙගුණයක්. හැමතැනම නවත්වනවා.පොල් පටවලා වගේ පුරවලා ජම්පින් සීට් දාලා තව කීප දෙනෙක් ඔඩොක්කුවෙත් ඉන්දවලා ටික දුරක් ගිහාම ඒ සී එකත් නවත්වනවා. මේවට විරුද්ධව කතාකරොත් ටිකට් එකේ ගාන දීලා මග බස්සනවා. බහින්නේ නැතුව කොන්දට කන පැලෙන්න දුන්නොත් බස් වර්ජනය කරනවා. නීතිය තියෙන්නේ වල් වැදිලා.;NEGATIVE
128024;අදහස හොඳයි. නමුත් මහමග ප්‍රමාද වෙන්නේ නැතුව නියම කාල සටහනකට සහ අධි සුඛෝපභෝගී කියන නියම ප්‍රමිතිය ඇතුව තියෙන්නට ඕනෑ. ඒක නමට විතරක් නොවෙයි. නැත්නම් අපි කොළඹ නුවර ඉන්ටර්සිටියේ ලොකු ගානක් දීලා ටිකට් අරන් මග නැවති නැවති යනවා වගේ ගියොත් වැඩක් නැහැ;POSITIVE
128024;සැප දුම්රිය කියාවී නමුත් ඔය කියන සැප මුල් දවසේ පමණි. නානුඔයේ සිට කොලඹට යන දුම්රිය පළවැනි පන්තියේ ටිකට් එක රුපියල් 1500 යක්. වැසිකිලි ගද උහුලන්න බැහැ මුලු දුම්රිය පුරාම. වැසිකිලියකට යන්න බැහැ.ඔය කියන සැප දුම්රියත් එහෙමද?;NEGATIVE
128024;සැප නැතත් කමක් නැහැ. පැය දෙකෙන් යන්න පුළුවන් නම් නුවරට. නුවර අපිට හරි ආඩ්මබරයි. සැප නැතත් අපිට කාලය වටිනවා වෙහෙසත් අඩුයිනේ.;POSITIVE
128024;වැඩේ නම් බොහොම හොඳයි. මම දන්නා විදිහට මේ සඳහා යොදවන්නේ මාස කිහිපයකට කලින් චීනයෙන් ගෙන් වූ 12 පන්තියේ සැප දුම්රිය. හැබැයි මේවා ගෙනාවේ නම් සංචාරක කර්මාන්තය සඳහා.;POSITIVE
128024;මොහොමඩ් පස්රූල් නියම ශ්‍රී ලාංකිකයෙක්.;POSITIVE
128024;වැඩේ නම් හොදයි;POSITIVE
128024;අපිට ආඩම්බර හිතෙනවා අලුත් සැප සේවය ගැන, අලුත් දුම්රිය පරිස්සම් වෙන විදියට වැඩ කටයුතු කලොත් හොදක් වේවි;POSITIVE
128024;ඇත්තටම අධි සුඛෝපභෝගි නෙවෙයි. ටිකක් ඇතුළෙ තැම්බෙන්නෙ නැතිව යන්න තිබුනොත් ඇති.හැබැයි හවසට දාලා නම් වැඩක් නෑ. ඇත්තටම අදහස නම් නුවර අපිට හරි ආඩම්බරයක්. අනෙක් අතට පොරකන්න වෙන එකක් නෑ සතියේ සිකුරාදා දවසකටත් දැම්මොත්.;POSITIVE
128024;මිටවැඩිය හොදයි අපට එන්න සාමාන්‍යය දුම්රියක් දැම්මා නම්. මොකද නුවර ඉදලා එන අපි හැමදාම වැඩට එනකොට පරක්කු වෙනවා. ඒක නිසා කොළඹ- මහනුවර කාර්යාල දුම්රියක් දමන්න;NEGATIVE
128024;පටන් ගන්න එක නම් හොදයි පවත්වාගෙන යන එක තමයි වැදගත්.;POSITIVE
