,Word,Coefficient
9135,මිහිඳු,0.05474785013714163
9545,යහපතම,0.05474785013714163
9619,යුතුමය,0.05474785013714163
10908,විද්‍යාලය,0.05474785013714163
6479,නොතිබුණ,0.05471182122777835
5197,දාගන්න,0.0547009760030634
12951,හුණු,0.05450963920174785
10041,ලක්ෂ්මන්,0.0544986576863149
4899,තුතී,0.05433043145221244
11770,සර්ට,0.05433043145221244
12251,සීයක්,0.05433043145221244
12252,සීයට,0.05433043145221244
7815,පේන්න,0.05427193671898889
4895,තීරුවෙන්ම,0.05426710821498528
7747,පෙනි,0.05426710821498528
11264,වෙනුර,0.05426710821498528
12210,සිරිවර්ධන,0.05410374746712417
12399,සේනක,0.05410374746712417
7237,පාවිච්චි,0.0540954817564311
6792,පරාමාර්ථයක්,0.05407445627234806
6326,නිවාඩු,0.054000421622052965
7346,පිංකමක්,0.05396139413256501
2364,ඔයාගෙන්,0.05385731529926081
8602,මදිද?,0.05385731529926081
12039,සැළැස්විමම,0.05385731529926081
12302,සුනිල්,0.05385731529926081
579,අපූරු,0.0538538966272547
2218,එහෙමත්,0.05375105678920448
2572,කතාවටම,0.05375105678920448
4523,ටිකත්,0.05375105678920448
6051,නාට්‍යයකට,0.05375105678920448
7362,පිටපතක්,0.05375105678920448
5484,දුටු,0.0537162412132986
12719,හැදු,0.0536644895726607
10260,ලොකු,0.053529463802893994
8503,ම,0.05341659940907884
13069,හොයාගෙන,0.05317618493743132
1559,ඉදිරියට,0.05280896894994449
2092,එදිනෙදා,0.052689717935715995
507,අපද්‍රව්‍ය,0.05264670422011844
7440,පියා,0.05264029008623756
11459,සංචාරය,0.052507712227144204
8815,මහන්සිවෙලා,0.052494793038924
11757,සරණින්,0.05242383015869282
5474,දුක්බර,0.05214813602933451
1631,ඉපදීම්,0.05211689098558666
7913,බඩගින්න,0.05211689098558666
8641,මනුෂ්‍යයිනි,0.05211689098558666
10235,ලෙඩදුක්,0.05211689098558666
11276,වෙයල්ලා,0.05211689098558666
12718,හැදීම,0.05211689098558666
7583,පුණ්‍යකර්මයට,0.05209510611910808
7307,පැරිසියේ,0.05203877678978813
5405,දිර්ඝායුෂ,0.05203227954895518
11068,විවෘත,0.05190404585804421
12733,හැදෙන්නේ,0.05167382199659374
2333,ඔබල,0.05144516894592444
7909,බටත්,0.05144516894592444
1835,උදා,0.05133332592271524
388,අන්තිමට,0.0511533443547102
2405,ඔසුවක්,0.05092413160381623
9153,මුදලකට,0.05092413160381623
11922,සාදාරන,0.05092413160381623
3832,ගළවාගත්,0.05091700804285993
12373,සෙන්පති,0.05091700804285993
12265,සුත්‍ර,0.050900818662598615
1060,ආගමිකයෙක්ම,0.05079184692069352
1061,ආගමේ,0.05079184692069352
1498,ඉගෙනගන්නවා,0.05079184692069352
2794,කරුණාරත්න,0.05079184692069352
8788,මහත්මයාගේ,0.05079184692069352
10205,ලියනගේ,0.05079184692069352
11536,සත්‍යතාවන්,0.05079184692069352
11638,සමගිය,0.05079184692069352
12910,හිමිපාණන්,0.05049937945169905
5110,දර්ශන්ට,0.050478978157467644
8532,මගෙනුත්,0.050478978157467644
12467,සෞඛ්‍යයට,0.05047282499286626
5270,දැනගත්ත,0.05044799188304243
7028,ප්‍රදර්ශනාත්මකව,0.05024960139931811
9289,මෙවී,0.05024960139931811
351,අධි,0.050118373636864694
833,අවදියේ,0.05001052747492571
1352,ඇදුම,0.05001052747492571
1779,උණා,0.05001052747492571
7424,පින්සිද්ද,0.05001052747492571
8751,මහගත්තේ,0.05001052747492571
6729,පන්සලට,0.049943769011945346
11378,ශ්‍රේෂ්ට,0.04992494432981629
2111,එන්නෙ,0.04992281893406127
12911,හිමිපාණන්ට,0.04988119955477613
583,අපෙත්,0.04986888101011005
6928,පහලවුන,0.04986888101011005
10648,වාසනාවකට,0.04986888101011005
278,අතිරේක,0.04982688781697088
766,අර්ථයක්,0.04982688781697088
1044,ආකර්ෂණයක්,0.04982688781697088
2808,කරුවෙක්,0.04982688781697088
2886,කවියෙක්,0.04982688781697088
5176,දහමින්,0.04982688781697088
5316,දැමීමක්,0.04982688781697088
6646,පඬි,0.04982688781697088
9318,මෙහෙවරට,0.04982688781697088
9936,රුවනක්,0.04982688781697088
11403,ශාසනික,0.04982688781697088
12395,සෙවූ,0.04982688781697088
12545,හඳුන්වන්න,0.04982688781697088
12912,හිමියනට,0.04982688781697088
12914,හිමියන්ගේ,0.04982688781697088
341,අධමයෝ,0.049703716519872036
2948,ක්‍රමයකුත්,0.049703716519872036
3906,ගැලපෙන,0.049703716519872036
5563,දුෂ්ටයෝ,0.049703716519872036
9240,මෙදා,0.049703716519872036
11134,විසිවේවී,0.049703716519872036
4775,තැනීම,0.04952322760266447
9572,යාපනේ,0.04952322760266447
12504,හදන්නයි,0.04952322760266447
11312,වේවි,0.0494940377846385
4755,තැනකදි,0.04941203014444699
4825,තිබූ,0.04941203014444699
5017,දකිනවිට,0.04941203014444699
5094,දමාගෙන,0.04941203014444699
7198,පාර්සලේ,0.04941203014444699
7682,පුවත,0.04941203014444699
8152,බැදපු,0.04941203014444699
8925,මාලු,0.04941203014444699
9585,යාලුවෙක්,0.04941203014444699
10252,ලේන්සුව,0.04941203014444699
10690,වැටුනා,0.04941203014444699
12089,සිටියදි,0.04941203014444699
8010,බලන්නේ,0.04939932160248025
2041,එක්විය,0.04925935264815451
10662,වාසී,0.04925935264815451
11027,විරසක,0.04925935264815451
4820,තිබුනානම්,0.04902788324216078
6931,පහසුකම්,0.048954930107213614
10269,ලොව,0.048948594290419166
12398,සේ,0.04865977678131173
365,අනතුරේ,0.04857910127547643
463,අනුරපුරේ,0.04857910127547643
3457,කෙරුවේ,0.04857910127547643
4608,තබමින්,0.04857910127547643
5363,දිනපතාම,0.04857910127547643
6477,නොතකුවේය,0.04857910127547643
8171,බැබලෙව්වා,0.04857910127547643
9033,මිතුරේ,0.04857910127547643
12042,සෑ,0.04857910127547643
12390,සෙලු,0.04857910127547643
11356,ව‍ගේ,0.04852434300814544
4016,ගුණාත්මක,0.048306358481331205
12411,සේවයකට,0.048306358481331205
163,අක්කී,0.04830635848133117
1015,අළුත්,0.04830635848133117
4241,චිත්‍ර්‍රපටියට,0.04830635848133117
4430,ජැකී,0.04830635848133117
85,6,0.048239117825429785
229,අඩුවේවා,0.04813580043829633
884,අව්වේ,0.04813580043829633
1466,ඇසේ,0.04813580043829633
3660,ගඩු,0.04813580043829633
5654,දෙපාවල,0.04813580043829633
9894,රැස්,0.04813580043829633
10567,වසී,0.04813580043829633
10615,වා,0.04813580043829633
269,අත්‍යාවශ්‍ය,0.0480892869571135
1037,අැමරිකාවවත්,0.0480892869571135
1271,ඇණි,0.0480892869571135
2058,එකොළහ,0.0480892869571135
4077,ගෙන්වාගත්,0.0480892869571135
4333,ජනප්‍රියත්වය,0.0480892869571135
4337,ජනමතයටද,0.0480892869571135
4366,ජයග්‍රාහි,0.0480892869571135
4629,තමාට,0.0480892869571135
4705,ත්‍රස්ත,0.0480892869571135
5334,දෑත,0.0480892869571135
5350,දිගුකළ,0.0480892869571135
5961,නමමින්,0.0480892869571135
6520,නොබෝදා,0.0480892869571135
9755,රටවල්වත්,0.0480892869571135
10419,වනවිට,0.0480892869571135
11925,සාධකය,0.0480892869571135
11983,සැප්තැම්බර්,0.0480892869571135
401,අනාගත,0.04808658948225079
962,අසීමිත,0.047833947599142695
12655,හාමුදුරුවන්ට,0.047696867061576234
2785,කරැණා,0.04754124290440547
2889,කවුරු,0.04742196677002351
11603,සන්ධානයට,0.04740673882924667
6257,නියතයි,0.04737747736923561
2770,කරවී,0.04734945279091946
12682,හැකියාවෙන්,0.04734945279091946
12933,හිස,0.04729983779645939
8013,බලපානවා,0.047291171210562144
6756,පමාවුණා,0.04727525166214835
7984,බරවාහන,0.04727525166214835
12198,සියවස,0.04727525166214835
9099,මිනිහෙක්,0.04724880568303986
3199,කියනවනේ,0.04717615736700071
10753,වැඩිහිටියන්,0.04699049004280783
6243,නිපැයුම,0.04698078281693072
651,අම්මාගේ,0.046955813922390226
1750,උකුලේ,0.046955813922390226
2589,කථාවට,0.046955813922390226
4723,තාත්තගේ,0.046955813922390226
5668,දෙමවුපිටන්ට,0.046955813922390226
6117,නැත්තෙ,0.046955813922390226
6580,නො‍තේරෙන්නේ,0.046955813922390226
7832,පොඩියි,0.046955813922390226
8798,මහත්වෙද්දි,0.046955813922390226
12183,සියයක්,0.046955813922390226
12482,හඩන්න,0.046955813922390226
2202,එසැනින්,0.046950741785574845
5896,ධෛර්යය,0.04690474171015881
8879,මාධ්‍යවේදීන්,0.04690474171015881
10181,ලැබේවායිද,0.04690474171015881
11656,සමබරව,0.04690474171015881
11944,සාමකාමී,0.04690474171015881
129,fනිදහස,0.04689967188083722
135,s,0.04689967188083722
5226,දායකවෙන්න,0.04689944309337699
3075,කාලයට,0.046859441428183574
8802,මහතාණනි,0.046588677667337146
2734,කරන්නට,0.046584230088066135
11604,සන්නස්ගල,0.046583146068175665
9716,රජයෙන්,0.046457763016753376
10326,වගා,0.04627552988757896
949,අසා,0.04607309570648489
11629,සභා,0.04602869185438873
12757,හැමදෙයටම,0.04592865599437283
12338,සුවපත්,0.045800384192057314
11781,සලකනවා,0.04573800265968856
224,අඩුවෙනවා,0.04546682918859922
6955,පළමු,0.045067379147527266
1921,උපාධියක්,0.04505510649608456
9882,රැඳී,0.045030422928148586
9310,මෙහෙය,0.044983650501750023
3591,කොලොන්නාවට,0.04489855002113973
12147,සිදුවන්නට,0.04489855002113973
6726,පන්සලක,0.044564985951486585
5988,නරබන්න,0.04451322995225285
10710,වැඩක්ද?,0.04438756543315893
11313,වේවී,0.04436624130614476
8238,බිමන්,0.0443480799799103
7888,පෝලිමේ,0.04427955267340451
10466,වරක්,0.04425589115444116
3472,කෙල්ලෝ,0.044251114849451205
10916,විදිනවා,0.044181306944928896
12091,සිටියේ,0.04416673938261314
765,අර්ථකතන,0.04413606017173009
5458,දීරිඝායු,0.04413606017173009
9358,මේව්ගෙ,0.04413606017173009
10517,වලකන්නේ,0.04413606017173009
10575,වහන්සෙට,0.04413606017173009
11718,සමාජගත,0.04413606017173009
6947,පළකරන්න,0.0439604836842585
6101,නැගී,0.04384035496758169
5290,දැනුත්,0.043725315959947386
2624,කපටියි,0.04357569925313125
5356,දිදුලනවාට,0.043533648552460155
5355,දිදී,0.04346568181172327
6275,නිරහංකාර,0.04346568181172327
6392,නුඹේ,0.04346568181172327
6571,නොසිඳී,0.04346568181172327
7432,පිපේවා,0.04346568181172327
8605,මදී,0.04346568181172327
8738,මව්වරුන්,0.04346568181172327
9541,යහගුණ,0.04346568181172327
10514,වරුනෙට,0.04346568181172327
11596,සනසමින්,0.04346568181172327
9486,යථාර්ථය,0.04339067412236224
1096,ආත්මයේ,0.043344668414112435
7533,පිළිගන්න,0.04325508523064915
12586,හයකට,0.043250420175479073
492,අඳුරේ,0.043225957532931354
10347,වචන,0.04321288213048353
7997,බලන,0.04319636963176984
3317,කිසිදු,0.043163194382929614
1446,ඇසල,0.04294674767923896
7274,පැත්තේ,0.0429451807762369
913,අශුභ,0.04274864433397755
2570,කතාවකුත්,0.04274864433397755
4684,තල,0.04274864433397755
8240,බිමේ,0.04273477472300464
3176,කෑවේ,0.04271489244507817
10842,වි,0.042701951543587684
1518,ඉඩම්,0.042672567533278916
6358,නිසියාකාරව,0.04261854612916722
10404,වදිනවා,0.042607055184594865
4960,තේරෙනවා,0.0425273542286226
1414,ඇරපු,0.042522971402969005
2694,කරගන්නේ,0.04221353181644907
7117,ප්‍රාර්තනා,0.04221353181644907
8644,මනුසත්වකුට,0.04221353181644907
9978,රෝගබාදයන්,0.04221353181644907
328,අදාලව,0.04219768939964129
8870,මාතෘකාවට,0.04219768939964129
10163,ලැබූ,0.042187540452014394
963,අසීමිතයි,0.04200367227513232
2972,ක්‍රිෂාන්,0.04193829203047948
8301,බුද්ධික,0.04188007180329854
1482,ඈතින්,0.041859612852194285
3558,කොම්බු,0.041859612852194285
4181,ගෝල්,0.041859612852194285
6096,නැගි,0.041859612852194285
7778,පෙරලා,0.041859612852194285
8754,මහඟු,0.041859612852194285
9886,රැලේ,0.041859612852194285
10885,විඩා,0.041859612852194285
11978,සැන්දැවේ,0.041859612852194285
12484,හඬදී,0.041859612852194285
7394,පිණිස,0.04184694457847948
2545,කණ්ඩායමට,0.041840841382131386
12674,හැක,0.04177209602378128
9024,මිතුරන්ටත්,0.04176532743029241
1504,ඉටු,0.04156854825230147
5794,දේවාලය,0.04156619642249482
12476,හජ්ජ්,0.04154820856966188
5172,දහම,0.0415072196191954
782,අරුතේ,0.0413947972269272
7334,පැහැදුවේ,0.0413947972269272
10400,වදනා,0.0413947972269272
12167,සිදුවේවා,0.0413947972269272
12507,හදනා,0.0413947972269272
4396,ජාත්‍යනතර,0.04128134909100725
1822,උදවියට,0.041255910496754374
732,අයියා,0.041192266474815255
7521,පිහිටෙන්,0.041152052547425565
9213,මුහුදු,0.04107689039566514
6062,නානායක්කාරට,0.041066097567939754
7241,පාසල,0.041066097567939754
1018,අාඩම්බරයකුත්,0.04097861993067462
1027,අාශාවකුත්,0.04097861993067462
3239,කියවගෙන,0.04097861993067462
6809,පරිවර්ථනය,0.04097861993067462
6761,පයින්,0.04092798416355983
11197,වුවමනාවක්,0.04080017808275114
11395,ශාලා,0.04076440316816775
7505,පිලේ,0.04071633846850809
2001,එකට,0.04040732549460176
1759,උගතුන්ට,0.040397541303627146
12422,සේවාවකි,0.04026851809150249
6248,නිමකරන්නට,0.040237129525741364
7322,පැවැත්විය,0.040237129525741364
9032,මිතුරුකම්,0.040237129525741364
9633,යුද්ධය,0.040237129525741364
10559,වසරක,0.040237129525741364
5526,දුර,0.04000254231762163
8236,බිමකි,0.039861799005297564
9616,යුතුකමකි,0.039861799005297564
10839,වෑන්,0.03984465417351044
12180,සිය,0.039689028545068325
20,10න්,0.03930833800837146
763,අරවින්ද,0.03930833800837146
12790,හිංසාව,0.039257498654699366
8050,බල්ලොත්,0.03915903620197677
3141,කැමැත්තෙන්,0.03915666227722761
1209,ආරියදාස,0.03913831723376604
3735,ගමටත්,0.03913831723376604
6360,නිහඬ,0.03913831723376604
8674,මයික්,0.03913831723376604
7250,පාසැල,0.03913690766928345
5483,දුගී,0.03911167925844682
7342,පෑන,0.03911167925844682
12854,හිතසුව,0.03911167925844682
10229,ලීලේ,0.038985036612768614
6901,පසිදු,0.03894406763492855
8746,මවුරට,0.03893181069891102
7592,පුතාලට,0.03887218787187361
793,අල්ලලා,0.038831397021644606
11913,සාක්කුවේ,0.03876282547190061
5619,දෙන්නාම,0.03860986568551857
12707,හැඩරුව,0.03860986568551857
4342,ජන්දය,0.03852787228991866
11269,වෙනුවෙන්ම,0.03852787228991866
4887,තීරණයක්,0.03839927679002232
6495,නොදැකපු,0.03837466699689281
2322,ඔබතුමාගෙන්,0.03822732757441568
7096,ප්‍රශ්නෙත්,0.03822418743614657
4522,ටිකට්,0.038215371093275365
6070,නායකත්වය,0.03805825983964506
10298,වංගුව,0.038028369870934685
5523,දුම්රියේ,0.03802170914261655
10080,ලබාගත්,0.0379311043554539
30,17,0.0378818092914457
9643,යුරෝපයේ,0.03786224098442417
10073,ලබන්නාගේ,0.037778113723842086
10321,වගකීමයි,0.037778113723842086
10149,ලැබීමට,0.03764610124950169
8376,බේරාගැනීමට,0.037606995662100476
10844,විකල්පය,0.037606995662100476
9994,ලංකා,0.0374917100043939
3653,ගංජා,0.037397824076024024
9309,මෙහෙමහරි,0.037397824076024024
11681,සම්පුර්ණයෙන්,0.037397824076024024
10228,ලීලාරත්න,0.037352137959473
2974,ක්‍රීඩක,0.037240625196059585
2984,ක්‍රීඩිකාවන්ට,0.037240625196059585
5164,දස්කම්,0.037240625196059585
12661,හාමුදුරුවෝ,0.03720888948221618
12768,හැර,0.03710763373779526
8529,මගෙ,0.03707159124197803
3089,කාලින,0.0369638194436551
4,-9,0.036878675494033494
120,a,0.036878675494033494
1915,උපරිමයි,0.036878675494033494
2833,කල්පනාකාරීව,0.036878675494033494
11316,වේගය,0.036878675494033494
12383,සෙමින්,0.036878675494033494
7415,පින්කාරී,0.0368569492718618
9008,මෑණියන්දෑ,0.0368569492718618
6362,නිහතමානී,0.036847612901438
4439,ජිවිතයක්,0.03677780675072198
5184,දහිරිය,0.03676092872344359
196,අජරාමර,0.0367604488221846
9846,රාලහාමි,0.0367604488221846
8799,මහතා,0.03672772797155471
1315,ඇතිවුණු,0.03668501375265222
3756,ගම්මානයකට,0.03668501375265222
3757,ගම්මානයටම,0.03668501375265222
7233,පාවහන්,0.03668501375265222
8323,බුදුහාමුදුරුවනේ,0.03668501375265222
9607,යුගලක්,0.03668501375265222
12909,හිමිනමට,0.03668501375265222
5340,දෑස්,0.03649198713373232
1709,ඉස්මයිල්,0.036461124283151944
2135,එයයි,0.03634246137524144
7537,පිළිගැනීමක්,0.036250789475554164
8423,බොහෝම,0.036250789475554164
6505,නොදෙන,0.036221041144583084
11460,සංජය,0.03613366888998859
1884,උනුසුම්,0.036132608575779636
1020,අාදරෙයි,0.03609307532371597
1627,ඉපදිච්ච,0.03609307532371597
4778,තැබුවොත්,0.03600526095335878
5196,දාගත්තේ,0.03600526095335878
6958,පළමුවෙන්,0.03600526095335878
10637,වාර්තාවක්,0.03600526095335878
2919,කළවුන්,0.03598830250096896
13003,හෙළිදරවු,0.03598830250096896
8062,බලාපොරොත්තුව,0.0358292947865315
6824,පරීක්ෂණ,0.035825559922024706
4429,ජැකලීන්,0.03568291407068963
592,අපේක්ෂාවෙන්,0.035569692380498855
4642,තරඟයක්,0.0354297375715583
6377,නීල්,0.0353395357071085
2467,කකුල,0.0352857943247066
8354,බෙලෙන්,0.03516726865858596
7452,පිරිත්,0.035162762451944225
1217,ආවතේව,0.03514490809742637
3677,ගතකළ,0.03514490809742637
3904,ගැරූ,0.03514490809742637
5332,දැහැමි,0.03514490809742637
11088,විශ්වාසයක්,0.03514490809742637
11390,ශාන්තිය,0.03514490809742637
11449,සංඝරත්නයට,0.03514490809742637
12362,සෙත,0.03514490809742637
12966,හූනියම්,0.03514490809742637
519,අපරාධය,0.035106193033705456
311,අදහස්,0.03484931077634015
9070,මිනිසා,0.03477248297450478
2487,කට්ට,0.034735482438186034
4251,චීන,0.03470782410598401
13051,හොඳම,0.03469796007818349
8974,මැදිහත්,0.03456751498481067
6343,නිස්කලංක,0.03455388195405975
5404,දිර්ඝායු,0.03453682605177254
5407,දිරිගැන්වීමට,0.03450359674325872
7148,පාඨකයෝ,0.03450359674325872
12003,සැමදෙනාම,0.03450359674325872
9293,මෙසේ,0.03443267399296672
1310,ඇතිවන,0.03442318970145683
1149,ආපු,0.03427400959033967
2175,එල්ලෙන,0.03418326715711763
3500,කොං,0.03418326715711763
7299,පැමිනීමත්,0.03418326715711763
7795,පෙලේ,0.03418326715711763
13024,හොං,0.03418326715711763
95,73ය්,0.0341709834850513
646,අම්මලාටයි,0.0341709834850513
1749,උක්කුඅම්මටයි,0.0341709834850513
3121,කැප,0.03410021864627711
1218,ආවම,0.034007197095402425
8281,බීපු,0.03397477444917917
50,2014,0.03390807715503605
2416,ඔහොමනෙ,0.03369529487598728
8777,මහත්තයෙක්,0.03369529487598728
11011,වියයුතු,0.03369529487598728
5205,දානයෙන්,0.033593125225005654
5789,දේවල්වලට,0.033593125225005654
10271,ලොවම,0.033593125225005654
10279,ලෝකයටම,0.033593125225005654
10906,විද්‍යාත්මක,0.033593125225005654
3323,කිසිවෙක්,0.03350193727819368
2836,කල්පිටිය,0.033489883541344766
3160,කැළේ,0.033489883541344766
4127,ගොඩගහලා,0.033489883541344766
4179,ගෝනි,0.033489883541344766
4519,ටිකක්වත්,0.033489883541344766
5893,ධීවරයන්ට,0.033489883541344766
8654,මනුස්සයන්ට,0.033489883541344766
10921,විදියකින්,0.033489883541344766
11014,වියලි,0.033489883541344766
11343,වේළලා,0.033489883541344766
12428,සොබදහම,0.033489883541344766
12720,හැදුන,0.033489883541344766
7059,ප්‍රමානයක්,0.03346454379236914
1817,උදව්කරන්න,0.03345873543849986
6907,පසුතැවීමක්,0.03345873543849986
11555,සතුටින්ම,0.03345873543849986
12083,සිටිනා,0.03345873543849986
7010,ප්‍රති,0.033451251271460584
11820,සහතික,0.03329734802518954
9837,රාජ්‍ය,0.033210176729282295
690,අඹු,0.033137984072898544
1181,ආයෝජනයක,0.033082558961269895
1459,ඇසුරට,0.033082558961269895
2853,කලාවට,0.033082558961269895
3734,ගමකින්,0.033082558961269895
4791,තෑගී,0.033082558961269895
5077,දන්නෝ,0.033082558961269895
5878,ධනුෂ්කට,0.033082558961269895
5967,නම්බු,0.033082558961269895
7364,පිටම,0.033082558961269895
7389,පිටුපස,0.033082558961269895
9404,මොනවාදැයි,0.033082558961269895
9659,යෙදෙව්වොත්,0.033082558961269895
12281,සුදුස්සන්,0.033082558961269895
11875,ස්ථාන,0.03296725860393448
1106,ආතා,0.03290446487766706
8324,බුරම්පි,0.03290446487766706
12071,සිඟිත්ත,0.03290446487766706
9005,මැව්වද,0.032868582973768525
11121,විස්කම්,0.032868582973768525
31,18,0.032860524222498924
899,අවු,0.03282346009093604
10464,වර,0.03280343052622031
10509,වරින්,0.03280343052622031
4408,ජාතිකයෙක්,0.03267286384555782
3435,කෙනෙක්ට,0.03267258539788747
76,4කට,0.03264975407987236
11217,වෙද්දි,0.03264975407987236
11332,වේනම්,0.03264975407987236
11739,සමාවෙන්න​,0.03264975407987236
12524,හදාගන්නවා,0.03264975407987236
12866,හිතුණොත්,0.03264975407987236
12955,හුරතලාව,0.03264975407987236
456,අනුභවය,0.032433613694121774
1255,ආහාරයට,0.032433613694121774
1925,උපායන්,0.032433613694121774
2130,එමෙන්ම,0.032433613694121774
4447,ජීර්ණ,0.032433613694121774
4464,ජීවිකාව,0.032433613694121774
6353,නිසායි,0.032433613694121774
6680,පත්වූයේ,0.032433613694121774
6799,පරිදියි,0.032433613694121774
8852,මාංශ,0.032433613694121774
8853,මාංශද,0.032433613694121774
9350,මේන්ම,0.032433613694121774
9671,යොදාගත්,0.032433613694121774
12043,සෑදී,0.032433613694121774
12279,සුදුදු,0.032433613694121774
13015,හේතුවෙනුයි,0.032433613694121774
10044,ලකුණු,0.03238042056235651
10128,ලාකිකයෙක්,0.03233345901313075
11255,වෙන්නෙ,0.032203986539516144
3720,ගනිමින්,0.0322004494940064
1241,ආශීර්වාදය,0.032147571020243675
8424,බොහෝමත්ම,0.03203589008177782
11025,විරල,0.03203589008177782
3836,ග්‍රේරු,0.03200692079933982
5150,දවසටම,0.03200692079933982
7714,පූර්වාදර්ශ,0.03200692079933982
7877,පොහොය,0.03200692079933982
10334,වගෙම,0.03200692079933982
3373,කුමන,0.03198145718781758
459,අනුමෝදම්,0.03187911810879132
3493,කේබල්,0.03187844717059096
3641,කෝපි,0.03187844717059096
4191,ඝණ,0.03187844717059096
5991,නරඹා,0.03187844717059096
6787,පර්වත,0.03187844717059096
8234,බිමක,0.03187844717059096
8263,බිවුවා,0.03187844717059096
8971,මැදි,0.03187844717059096
9142,මීදුමෙන්,0.03187844717059096
9813,රස්නෙයි,0.03187844717059096
9959,රෙස්ටුරන්ට්,0.03187844717059096
10266,ලොකූ,0.03187844717059096
10352,වට,0.03187844717059096
10368,වටේටම,0.03187844717059096
10687,වැටි,0.03187844717059096
12344,සුසන්තිකා,0.03172264152457638
7574,පුජනිය,0.03154748457536882
6295,නිලදරින්ට,0.03147731082281426
8014,බලපෑමකට,0.03147731082281426
9410,මොලකරු,0.03147731082281426
10088,ලබාදෙන,0.03147731082281426
5452,දීර්ගායූෂ,0.0313868790090776
7671,පුරුශයකි,0.0313868790090776
10157,ලැබුනා,0.031169226522534992
6659,පත්කර,0.031134667140532004
996,අහසේ,0.03107044179089326
11844,සහිතවම,0.03107044179089326
6746,පමණක්,0.030967457513102013
781,අරුතක්,0.030939999468030856
3879,ගැනත්,0.030917522032244377
11581,සදහා,0.030718067625708403
1188,ආරක්ෂාකාරී,0.030700962378105073
2078,එත්තේ,0.030700962378105073
4757,තැනකය,0.030700962378105073
5955,නමකි,0.030700962378105073
4665,තරිදු,0.03064318825908643
4666,තරිදුගේ,0.03064318825908643
6889,පවුල්,0.030615150674557123
442,අනුකූලව,0.030478679544021975
4059,ගෙනයන්න,0.030478679544021975
4286,ඡන්දයක්වත්,0.030478679544021975
4957,තේරුම්ගෙන,0.030478679544021975
6268,නියෝජිතයින්,0.030478679544021975
7777,පෙරමුණේ,0.030478679544021975
301,අදහ,0.030406567949015178
1733,ඊද්,0.030384050834057534
8507,මංගල්ලයක්,0.030384050834057534
9175,මුබාරක්,0.030384050834057534
11266,වෙනුවන්,0.03034410360732738
4271,චෘයාරූප,0.030323051892341912
7743,පෙන්වීම,0.030323051892341912
10000,ලංකාදීපෙන්,0.030323051892341912
127,e,0.030283611506984776
7665,පුරුදුකරන්න,0.030283611506984776
8797,මහත්වරුනි,0.030283611506984776
12199,සියසින්,0.030283611506984776
689,අඹ,0.03023470953207994
1809,උතුරත්,0.03023470953207994
5029,දකුණත්,0.03023470953207994
9036,මිදි,0.03023470953207994
10819,වැවෙන්නේ,0.03023470953207994
5403,දිර්ගායුෂ,0.030129188782863886
262,අත්බවයක,0.030123309906349455
1639,ඉපිද,0.030123309906349455
5890,ධාර්මික,0.030123309906349455
6332,නිවැසියන්ටද,0.030123309906349455
6383,නුපදීවා,0.030123309906349455
8056,බලාගත්,0.030123309906349455
9042,මිදේවා,0.030123309906349455
9049,මිනිසකුව,0.030123309906349455
11806,සසරින්,0.030123309906349455
2125,එම,0.030063420318563176
11048,විරෝධයට,0.029990686502024792
1236,ආශා,0.02994987653259817
9864,රැකවරණයයි,0.029887413536303104
7224,පාලමත්,0.029882673756569063
1199,ආර්,0.029877480457350187
11100,විශේෂයෙන්,0.029780865195483123
6696,පදවන,0.029565180787548186
1175,ආයෙත්,0.02952671675689758
2338,ඔබලාව,0.02943302464487233
9691,රකීවා,0.02943302464487233
8210,බැලුවොත්,0.029311142338254107
11306,වෙසෙන,0.029242528366944454
3051,කාර්යක්,0.029199326527250637
3747,ගමනේ,0.029199326527250637
5119,දරුවනට,0.029199326527250637
6576,නොහැකිව,0.029199326527250637
8805,මහතුන්ට,0.029199326527250637
9658,යෙදෙන,0.029199326527250637
9980,රෝගියකුට,0.029199326527250637
253,අතහිත,0.029156312811653082
860,අවශ්‍යතාවයට,0.029156312811653082
4589,තදාසන්න,0.029156312811653082
5129,දරුවාගෙන්,0.029156312811653082
5640,දෙනෙත්,0.029156312811653082
5763,දේවා,0.029156312811653082
7037,ප්‍රදේශයන්හි,0.029156312811653082
7995,බලධාරීන්ගේ,0.029156312811653082
9315,මෙහෙයවීමම,0.029156312811653082
9604,යුගයක,0.029156312811653082
10127,ලාංකීය,0.029156312811653082
11060,විවර,0.029156312811653082
11984,සැපිරීමට,0.029156312811653082
12935,හිසරදයක්,0.029156312811653082
9249,මෙපින්,0.029085722859484808
9273,මෙල්බර්න්,0.02902653005942939
9819,රසිකයන්ගෙන්,0.02902653005942939
2720,කරනවට,0.029002174429231656
8493,භුක්ති,0.02890150610418951
11166,වීරවරයාණෙනි,0.02889655059805853
3170,කෑල්ල,0.028679831551270882
1239,ආශිර්වාදය,0.02843955309268379
6220,නිදහසේ,0.028246348525326734
4326,ජනපතිතුමන්ට,0.02824029297609544
5185,දහිරියම,0.02824029297609544
8458,බෞද්ධයෝ,0.02824029297609544
580,අපූරුතම,0.02820906449964597
1234,ආශ්වාදය,0.02820906449964597
7931,බද්ධ,0.02820906449964597
683,අමුතුම,0.02814046489048197
2903,කහටයි,0.02814046489048197
3759,ගමෙත්,0.02814046489048197
9809,රසයක්,0.02814046489048197
